"EDULIT_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","TGO","Togo","2016","2016",0.08004,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","BWA","Botswana","2005","2005",,"n","Magnitude nil or negligible"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","BWA","Botswana","2007","2007",,"n","Magnitude nil or negligible"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","BWA","Botswana","2009","2009",0.45556,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","AGO","Angola","2000","2000",2.60753,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","AGO","Angola","2005","2005",2.7762,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","AGO","Angola","2006","2006",2.85969,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","AGO","Angola","2010","2010",3.47411,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","CMR","Cameroon","2005","2005",1.5011,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","CMR","Cameroon","2006","2006",1.39419,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","CMR","Cameroon","2007","2007",1.61129,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","CMR","Cameroon","2008","2008",1.4123,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","CMR","Cameroon","2009","2009",1.67574,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","CMR","Cameroon","2010","2010",1.57883,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","CMR","Cameroon","2011","2011",1.35211,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","CMR","Cameroon","2012","2012",1.41745,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","SLE","Sierra Leone","2007","2007",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","SLE","Sierra Leone","2008","2008",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","SLE","Sierra Leone","2009","2009",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","SLE","Sierra Leone","2010","2010",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","SLE","Sierra Leone","2011","2011",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","SLE","Sierra Leone","2012","2012",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","SLE","Sierra Leone","2013","2013",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","SLE","Sierra Leone","2014","2014",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","SLE","Sierra Leone","2016","2016",,"n","Magnitude nil or negligible"
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","ZMB","Zambia","2000","2000",0.34709,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","ZMB","Zambia","2004","2004",0.44464,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","ZMB","Zambia","2005","2005",0.44695,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","ETH","Ethiopia","2009","2009",1.73026,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","ETH","Ethiopia","2010","2010",1.97565,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","ETH","Ethiopia","2011","2011",2.46186,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","ETH","Ethiopia","2012","2012",2.60734,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","ETH","Ethiopia","2013","2013",1.92137,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","ETH","Ethiopia","2014","2014",2.11332,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","ETH","Ethiopia","2015","2015",2.2672,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","SYC","Seychelles","2002","2002",0.90577,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","SYC","Seychelles","2006","2006",0.85363,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","SYC","Seychelles","2011","2011",1.17263,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","SYC","Seychelles","2012","2012",0.04424,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","SYC","Seychelles","2013","2013",0.04877,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","SYC","Seychelles","2014","2014",0.04602,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","SYC","Seychelles","2016","2016",0.95593,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","BEN","Benin","2000","2000",1.48404,"‡","UIS Estimation"
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","BEN","Benin","2001","2001",1.78989,"‡","UIS Estimation"
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","BEN","Benin","2002","2002",1.59319,"‡","UIS Estimation"
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","BEN","Benin","2003","2003",1.64089,"‡","UIS Estimation"
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","BEN","Benin","2004","2004",1.79595,"‡","UIS Estimation"
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","BEN","Benin","2005","2005",1.66907,"‡","UIS Estimation"
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","BEN","Benin","2006","2006",1.86347,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","BEN","Benin","2007","2007",1.84833,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","BEN","Benin","2008","2008",2.14402,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","BEN","Benin","2009","2009",2.42623,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","BEN","Benin","2010","2010",2.65677,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","BEN","Benin","2012","2012",2.48903,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","BEN","Benin","2013","2013",2.27951,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","BEN","Benin","2014","2014",2.11482,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","BEN","Benin","2015","2015",2.16988,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","MLI","Mali","2008","2008",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","MLI","Mali","2009","2009",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","MLI","Mali","2010","2010",,"n","Magnitude nil or negligible"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","MLI","Mali","2011","2011",,"n","Magnitude nil or negligible"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","MLI","Mali","2012","2012",0.03768,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","MLI","Mali","2013","2013",0.03289,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","MLI","Mali","2014","2014",0.0317,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","MLI","Mali","2015","2015",0.02927,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","MOZ","Mozambique","2006","2006",2.46437,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","MOZ","Mozambique","2012","2012",3.15495,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","MOZ","Mozambique","2013","2013",3.19123,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","GMB","Gambia","2001","2001",0.17152,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","GMB","Gambia","2002","2002",0.22065,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","GMB","Gambia","2003","2003",0.25955,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","GMB","Gambia","2004","2004",0.23061,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","GMB","Gambia","2005","2005",0.2631,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","GMB","Gambia","2006","2006",0.26456,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","GMB","Gambia","2007","2007",0.27879,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","GMB","Gambia","2008","2008",1.02402,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","GMB","Gambia","2009","2009",0.92342,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","GMB","Gambia","2010","2010",0.97257,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","GMB","Gambia","2011","2011",1.06592,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","GMB","Gambia","2012","2012",1.28608,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","GMB","Gambia","2013","2013",0.98772,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","GMB","Gambia","2014","2014",0.99514,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","ZAF","South Africa","2000","2000",0.79192,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","ZAF","South Africa","2001","2001",0.74868,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","ZAF","South Africa","2002","2002",0.74212,"‡","UIS Estimation"
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","ZAF","South Africa","2003","2003",0.68647,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","ZAF","South Africa","2004","2004",0.67534,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","ZAF","South Africa","2005","2005",0.76226,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","ZAF","South Africa","2006","2006",0.65172,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","ZAF","South Africa","2007","2007",0.65138,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","ZAF","South Africa","2008","2008",0.63305,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","ZAF","South Africa","2009","2009",0.65785,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","ZAF","South Africa","2010","2010",0.67959,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","ZAF","South Africa","2011","2011",0.69814,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","ZAF","South Africa","2012","2012",0.75904,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","ZAF","South Africa","2013","2013",0.74621,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","ZAF","South Africa","2014","2014",0.73679,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","ZAF","South Africa","2015","2015",0.74735,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","CPV","Cabo Verde","2006","2006",0.01571,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","CPV","Cabo Verde","2007","2007",0.01748,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","CPV","Cabo Verde","2008","2008",0.01705,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","CPV","Cabo Verde","2013","2013",0.03469,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","CPV","Cabo Verde","2014","2014",0.07942,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","CPV","Cabo Verde","2015","2015",0.06248,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","CPV","Cabo Verde","2016","2016",0.05681,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","CMR","Cameroon","2004","2004",0.31229,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","CMR","Cameroon","2005","2005",0.36503,,
