Country Name,Country Code,Indicator Name,Indicator Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
"Bahamas, The",BHS,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,93.00390625,93.29268646,93.58128357,93.86885834,94.15437317,94.43679047,94.71508789,94.98822784,95.25518799,95.51493835,95.76707458,96.065547,96.25788879,96.50218964,96.74951172,97.00267029,97.26448059,97.53775024,97.82454681,98.13186646,98.4405365,98.75813293,99.08158875,99.39871979,99.6763382,99.87460327,100
Bahrain,BHR,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Bahrain,BHR,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Bahrain,BHR,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Bangladesh,BGD,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,,4.57,,1.753809096,10.4,6.760986904,9.258692186,15.1,14.22777995,16.69140563,20.5,21.49087852,23.73337934,25.97964606,30.4,31.19,38.84531839,36.6,37.565392,40.00246009,42.49,49.3,47.57029154,54.2,51.4,55.53002068,68.85
Bangladesh,BGD,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,8.544374466,14.29,13.44425011,15.89087391,17.8,20.76270866,23.18179893,22.4,27.97103691,30.33506584,32,34.998806,37.30912399,39.61315918,40.6,44.23,50.52510246,46.5,51.24977493,53.63285446,55.26,59.6,60.87821579,61.5,62.4,68.2046814,75.92
Bangladesh,BGD,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,65.98397827,58.06059522,68.11695862,69.1823349,75.2,71.30587006,72.36196899,79.5,74.45767212,75.49521637,81.2,77.54967499,78.57157898,79.59368134,76.6,82.61,77.79913503,82.1,84.80504608,85.88214111,90.1,90.2,89.17055511,88,90.7,92.50717926,94.01
Barbados,BRB,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Barbados,BRB,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Barbados,BRB,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Belarus,BLR,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Belarus,BLR,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Belarus,BLR,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Belgium,BEL,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Belgium,BEL,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Belgium,BEL,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Belize,BLZ,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,78.70014522,79.22228675,79.66883606,80.11170906,80.54558997,80.96530245,81.3664539,81.74357606,82.09245568,82.40719622,82.69838489,83.03509274,83.34616074,83.64152243,83.92995264,84.22001323,82.78301887,84.84236737,85.1897795,85.56119701,83.03992065,87.22271517,86.76628358,87.18143458,87.59755373,87.5,88.42008657
Belize,BLZ,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,87.96473694,88.18964386,88.41403961,88.63538361,88.8506012,89.05664825,89.25045776,89.42897034,89.58912659,89.72786713,89.84365845,89.94104004,90.02607727,90.10482788,90.18335724,90.26773071,90.98853086,90.47825623,90.61502075,90.77281189,89.91722437,91.68173599,91.3423233,91.55418396,91.77205658,91.8,92.21431732
Belize,BLZ,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,98.21883392,98.17836761,98.13773346,98.09606171,98.05233002,98.00550842,97.95456696,97.89846802,97.83618927,97.76669312,97.68959045,97.60706329,97.52191925,97.4369812,97.35506439,97.27897644,98.0671414,97.15558624,97.11313629,97.08319092,96.99964251,96.31336406,97.05047607,97.05266571,97.0584259,96.9,97.07382202
Benin,BEN,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,,,,,,0.254705986,2,2.287615284,3.259289859,4.193782103,5.088340299,5.5,6.785776875,7.597137468,8.391284459,9.176482515,8.5,10.75077684,11.55272836,12.36557626,13.9,12.4,14.5,15.62903588,13.7,17.2087338,17.96980021
Benin,BEN,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,7.311272144,8.683940887,10.05609989,11.42519951,12.78818035,14.14198494,14.5,16.80982399,18.11774254,19.40424538,20.66779709,21.9,23.14573288,24.37224388,25.59853554,26.8306675,27.9,29.33671188,30.62123871,31.92679214,34.2,36.9,38.4,37.29920578,34.1,40.03347778,41.40261459
Benin,BEN,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,30.23664093,31.79851151,33.36021042,34.92087555,36.47948074,38.03499603,34.4,41.13262558,42.6726799,44.20552063,45.73075485,49.6,48.7677536,50.28515244,51.8055687,53.33181763,56.6,56.41309357,57.9729805,59.54536819,65.4,67,68.6,65.92418671,55.8,69.14216614,70.75234985
Bermuda,BMU,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,BMU,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Bermuda,BMU,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Bhutan,BTN,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,,,,,,,,0.331152102,4.84060527,9.398871071,14.01238397,18.69644892,23.46560326,24.5,33.3262095,43.67796456,44.1397291,60.3,55.83836835,61.915056,62.42757822,74.54849893,87.3,87.98055966,95.04443667,97.43246373,100
Bhutan,BTN,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,0.01,0.481654525,1.834139943,3.678616524,8.184187889,12.68058109,17.16473961,21.63360023,26.08410835,30.51320076,34.91934204,39.3070755,43.68245697,41.1,52.42043686,59.80811164,61.1817894,71.8,70.01350403,74.46164703,73.28291087,83.40899658,91.5,92.40441895,96.91264343,98.42352295,100
Bhutan,BTN,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,93.30582428,93.61418915,93.92238617,94.22954559,94.53464508,94.83665466,95.13453674,95.42726898,95.71382141,95.99315643,96.26488495,96.53118134,96.79486847,97.4,97.32567596,96.77638276,97.87981415,98.73,98.48826599,98.80596924,99.30555556,99.44807434,99.6,99.8921814,99.97400665,99.99705505,100
Bolivia,BOL,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,10.39366744,11.55905018,11.54387196,11.78369036,26.5,18.89662012,34.7,24.548142,29,25.682709,24.932479,28.396318,22.961077,35.7,40.61901736,28.89604,44.017947,46.562379,56.135089,63.500866,57.95019996,66.622957,72.458314,69.338595,71.474067,74.953562,79.14502382
Bolivia,BOL,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,56.38216782,57.85351563,59.32434845,60.7921257,64.1,63.70626831,71,67.330431,71.2,70.929888,69.963045,69.258539,63.996855,72.3,76.05091858,68.288209,76.211281,80.156567,84.674991,86.765597,84.29481506,88.335943,90.387375,89.505686,90.038729,91.522822,93.03913116
Bolivia,BOL,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,93.14102173,93.38175964,94.571038,96.038393,93,94.33374023,96.7,95.815075,96.1,97.837216,95.81211,94.211133,88.579206,94,96.21416473,89.920884,95.170734,98.195281,99.227943,98.874112,97.61029816,99.079263,99.232931,99.520076,99.310844,99.46435,99.30741882
Bosnia and Herzegovina,BIH,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,96.16500506,96.45706444,96.75657926,97.05169849,97.33794977,97.6109414,97.84739091,98.07703352,98.28073355,98.45577956,98.60232394,99.59511495,97.7,98.92053252,99.01121408,99.10768904,99.18746373,99.7695964,99.50092525,99.66743008,99.82101265,99.67213115,99.98234615,99.99794177,100,100,100
Bosnia and Herzegovina,BIH,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,96.88565063,97.11223602,97.33831024,97.56132507,97.77822113,97.98593903,98.16995239,98.34786987,98.50772095,98.64764404,98.76785278,99.4,98.5,99.04735565,99.1321106,99.22267914,99.38727699,99.7,99.58003998,99.72540283,99.85575867,99.70578055,99.98661804,99.99848938,100,100,100
Bosnia and Herzegovina,BIH,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,98.001091,98.11593628,98.23028564,98.34342957,98.45448303,98.56244659,98.66628265,98.7649765,98.85760498,98.94364929,99.02345276,99.09844971,99.3,99.24369812,99.31944275,99.40101624,99.7146933,99.59187317,99.70294952,99.81538391,99.90959167,99.76392823,99.99319458,99.99932861,100,100,100
Botswana,BWA,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,0.242938939,2,2.906021705,4.54917755,6.154907284,7.717320565,9.22926022,10.68437702,12.07353641,13.38912796,14.62430615,8.1,17.18100185,18.59673251,19.99743064,21.39481366,22.79684916,24.21432616,42.9,27.11749245,28.59768023,23.87,31.58905535,33.08583883,34.57183386,36.04331683,37.49454344
Botswana,BWA,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,6.043880463,10.1,10.36972141,12.52932739,14.68281555,16.82712746,18.95920181,21.07597923,23.17440414,25.25141525,27.30547333,24.8,31.36442184,33.38143921,35.39823532,37.42087555,39.45542145,41.50793457,43.1,45.67902756,47.79311371,53.24,52.06333923,54.21347046,56.36960983,58.52875137,60.68839645
Botswana,BWA,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,14.07676888,17.5,18.97667694,21.42551422,23.87228966,26.31597328,28.75553513,31.18994331,33.61816788,36.03917694,38.45258331,37,43.26592255,45.67148972,48.08007431,50.49449539,52.91757202,55.35211182,57.1,60.26072693,62.73199463,69.13,67.69953156,70.19223022,72.68849182,75.18654633,77.68489838
Brazil,BRA,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,55.415374,65.23925031,54.332727,57.204498,68.20336489,62.915861,66.942201,68.817801,72.778247,75.436121,74.90416107,77.62953,80.181746,81.921384,81.507163,83.469462,86.071277,89.070615,91.398435,93.332725,93.76268355,95.784948,97.022847,97.294009,97.839087,98.242607,100
Brazil,BRA,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,87.475116,89.83562469,88.803833,89.999927,91.4888916,91.728598,92.867095,93.354139,94.193812,94.76296,94.46656799,96.016528,96.652996,96.980098,96.765107,97.093513,97.594314,98.125382,98.526625,98.856938,98.88305664,99.328691,99.519494,99.575151,99.650247,99.710902,100
Brazil,BRA,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,97.538681,98.17053223,97.523788,98.033975,98.48245239,98.589696,98.915038,99.056926,99.137016,99.186252,98.99816895,99.215119,99.426994,99.504184,99.585301,99.634816,99.708742,99.781449,99.821747,99.85168,99.83415222,99.898571,99.927418,99.935013,99.945554,99.956197,100
British Virgin Islands,VGB,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Virgin Islands,VGB,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Virgin Islands,VGB,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei Darussalam,BRN,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Brunei Darussalam,BRN,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Brunei Darussalam,BRN,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Bulgaria,BGR,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Bulgaria,BGR,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Bulgaria,BGR,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Burkina Faso,BFA,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,,,,0.6,0.417647299,0.894079303,1.349975951,1.702182985,1.950675768,0.2,2.298009295,2.397912312,2.453324494,0.8,2.451606628,2.404838187,2.33310867,2.241313531,2.142859199,2.0357667,1.4,1.783640534,1.630584358,1.455616189,3,1.025499865,0.765470963
Burkina Faso,BFA,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,2.610557318,3.308718681,4.006370068,6.1,5.389437199,6.068734169,6.735794544,7.387559414,8.020970345,6.9,9.222010612,9.792644501,10.35093212,11.4,11.45471954,12.01234436,12.5818758,13.16937447,13.77939415,14.4104414,13.1,15.72360229,16.39970779,17.08482742,19.2,18.47008133,19.16471291
Burkina Faso,BFA,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,28.9826622,30.20695114,31.43107033,29.4,33.87518311,35.09311676,36.30693054,37.51558685,38.71806335,39.7,41.10097885,42.28320694,43.46281815,52.4,45.82547379,47.0141449,48.21146774,49.42026138,50.64256668,51.87737656,48.5,54.37734222,55.63893127,56.90587616,58,59.44869614,60.7212944
Burundi,BDI,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,,,,,,,,,0.9,,,,,,,1.038994356,,,1.2,0.097272528,1,0.499777044,1.2,0.948072708,2,1.417148343,1.65223552
Burundi,BDI,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,0.348627061,0.688546002,1.027955055,1.364305139,1.694536924,2.015591383,2.324409485,2.617931843,3.9,3.146853924,3.377655506,3.590047359,3.79009223,3.983853579,4.17739439,3.207317073,4.588065624,4.817322254,4.8,5.341904163,5.3,5.938580036,6.5,6.583319187,7,7.2520895,7.588477135
Burundi,BDI,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,54.35656738,54.18042374,54.00410843,53.82676315,53.64735794,53.46485901,53.27823639,53.08646393,60.6,52.68333435,52.47055435,52.25234985,52.03153229,51.8109169,51.59331894,45.04950495,51.17845154,50.98680878,39.6,50.64305878,49,50.34215927,58.5,50.06983185,52.1,49.81178284,49.68395233
Cambodia,KHM,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,,,,,,,,,12.29,3.390308136,9,7.179445059,9.045327758,7.724589221,12.75346333,12.6,16.47412228,18.35627858,13.1,22.17643143,18.8,26.02844655,27.95604441,29.8805623,49.2,34.12568536,36.46278943
Cambodia,KHM,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,0.01,0.105638802,0.477305949,0.570303142,2.769064426,4.958648682,7.135995865,9.298048019,18.67,13.56402969,16.6,17.74428177,19.81285667,19.3,23.93721771,20.5,28.08494759,30.18273354,26.4,34.44437408,31.1,38.7781105,40.96450424,43.15990829,56.1,47.56573868,49.77065659
Cambodia,KHM,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,34.83300781,37.46941376,40.10564804,42.74085236,45.37399292,48.00404358,50.62997055,53.25074387,55.98,58.47270966,60.6,63.66682434,66.25855255,68.85048676,71.4454422,66.8,76.65567017,79.27657318,87,84.55792236,91.3,89.88211823,92.55582428,95.23488617,96.9,98.98140717,100
Cameroon,CMR,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,5.487004556,8.7,7.075268761,7.85814746,8.624570548,9.371701008,10.09329601,10.78738516,22,12.06322857,21,18.51273,13.67778254,14.16101747,15.5,15.09427906,14,23.4,16.56236227,17.10058023,17.65882177,18.5,18.82843157,19.43197269,22.2,20.65606142,21.27039727
Cameroon,CMR,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,30.12971687,29,32.55559921,33.76522446,34.96873474,36.16306686,37.34516144,38.51195908,40.7,40.78743744,41,46.2,44.05050659,45.11754227,47.1,47.25702286,49,48.2,50.56917572,51.71525574,52.8793602,53.7,55.24962616,56.44977951,56.8,58.86510086,60.07476807
Cameroon,CMR,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,67.62663269,63,69.50105286,70.43714142,71.37117767,72.30211639,73.22893524,74.15059662,79,75.97434235,79,83.95034,78.66285706,79.55567932,77.1,81.35320282,73,90.4,84.12064362,85.06845093,86.02697754,87.5,87.96903229,88.94898224,89.2,90.91780853,91.90341949
Canada,CAN,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Canada,CAN,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Canada,CAN,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Cape Verde,CPV,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,,2.051709903,4.570066939,7.146174549,9.775003435,12.45557552,15.18623767,17.97142988,20.80318592,23.68409897,26.61575427,29.68974069,30.80628,36.05984927,39.38605406,44,46.40531065,50.13273589,54.0251331,58.09412644,65.8,66.78009192,71.41320679,76.23807454,81.25119979,86.44994333,91.83029239
Cape Verde,CPV,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,32.55810165,34.92931366,37.3000145,39.66765976,42.02918625,44.38153458,46.72164536,49.04646301,51.35292435,53.63796997,55.90006638,58.14375305,58.6,62.60014725,64.82498169,67,69.29824066,71.55879211,73.84185791,76.14595795,81.1,80.80522156,83.1543808,85.51255035,87.87672424,90.24390411,92.61158752
Cape Verde,CPV,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,74.31933594,75.04180908,75.76410675,76.48538208,77.20458984,77.9207077,78.63269806,79.33953857,80.04019928,80.73364258,81.41947937,82.09989166,81.27494,83.45568848,84.13670349,85,85.51906586,86.2260437,86.9465332,87.67952728,90.62070385,89.17585754,89.9356308,90.70075989,91.46945953,92.23994446,93.01072693
